ticker,list_name,list_date,reason
JEF,sec_top_gappers,2026-03-15,no_next_trading_day
PRKR,sec_top_gappers,2026-03-15,no_next_trading_day
ICON,sec_top_gappers,2026-03-15,no_next_trading_day
NUAIW,sec_top_gappers,2026-03-15,no_next_trading_day
WHLRL,sec_top_gappers,2026-03-15,no_next_trading_day
RYES,sec_top_gappers,2026-03-15,no_next_trading_day
VTIX,sec_top_gappers,2026-03-15,no_next_trading_day
SVRN,sec_top_gappers,2026-03-15,no_next_trading_day
BEATW,sec_top_gappers,2026-03-15,no_next_trading_day
KRRO,sec_top_gappers,2026-03-15,no_next_trading_day
SUMAU,sec_top_gappers,2026-03-15,no_next_trading_day
IRD,sec_top_gappers,2026-03-15,no_next_trading_day
STKS,sec_top_gappers,2026-03-15,no_next_trading_day
TRON,sec_top_gappers,2026-03-15,no_next_trading_day
STXS,sec_top_gappers,2026-03-15,no_next_trading_day
TURB,sec_top_gappers,2026-03-15,no_next_trading_day
SLNG,sec_top_gappers,2026-03-15,no_next_trading_day
CRVS,sec_top_gappers,2026-03-15,no_next_trading_day
ACET,sec_top_gappers,2026-03-15,no_next_trading_day
AVX,sec_top_gappers,2026-03-15,no_next_trading_day
TICAW,sec_top_gappers,2026-03-15,no_price_data
ELTX,sec_top_gappers,2026-03-15,no_next_trading_day
ALEC,sec_top_gappers,2026-03-15,no_next_trading_day
AERTW,sec_top_gappers,2026-03-15,no_next_trading_day
MBX,sec_top_gappers,2026-03-15,no_next_trading_day
TDBCP,sec_top_gappers,2026-03-15,no_next_trading_day
ABNB,sec_top_gappers,2026-03-15,no_next_trading_day
NRSCF,sec_top_gappers,2026-03-15,no_next_trading_day
FLYX-WT,sec_top_gappers,2026-03-15,no_next_trading_day
NRUC,sec_top_gappers,2026-03-15,no_next_trading_day
NEWTH,sec_top_gappers,2026-03-15,no_next_trading_day
WEAT,sec_top_gappers,2026-03-15,no_next_trading_day
NOG,sec_top_gappers,2026-03-15,no_next_trading_day
MTAL,sec_top_gappers,2026-03-15,no_next_trading_day
XRN-PB,sec_top_gappers,2026-03-15,no_next_trading_day
IXHL,sec_top_gappers,2026-03-15,no_next_trading_day
PAYP,sec_top_gappers,2026-03-15,no_next_trading_day
IONQ-WT,sec_top_gappers,2026-03-15,no_next_trading_day
MVSTW,sec_top_gappers,2026-03-15,no_next_trading_day
KELYB,sec_top_gappers,2026-03-15,no_next_trading_day
ACMR,sec_top_gappers,2026-03-15,no_next_trading_day
FJET,sec_top_gappers,2026-03-15,no_next_trading_day
CHGG,sec_top_gappers,2026-03-15,no_next_trading_day
ADPT,sec_top_gappers,2026-03-15,no_next_trading_day
CPNG,sec_top_gappers,2026-03-15,no_next_trading_day
LGVN,sec_top_gappers,2026-03-15,no_next_trading_day
OPITQ,sec_top_gappers,2026-03-15,no_next_trading_day
NGEN,sec_top_gappers,2026-03-15,no_next_trading_day
PONO,sec_top_gappers,2026-03-15,no_price_data
NNE,sec_top_gappers,2026-03-15,no_next_trading_day
AAOI,sec_top_gappers,2026-03-15,no_next_trading_day
PRLD,sec_top_gappers,2026-03-15,no_next_trading_day
ZYXIQ,sec_top_gappers,2026-03-15,no_next_trading_day
ERO,sec_top_value,2026-03-15,no_next_trading_day
FIZZ,sec_top_value,2026-03-15,no_next_trading_day
ADPT,sec_top_value,2026-03-15,no_next_trading_day
AMZN,sec_top_value,2026-03-15,no_next_trading_day
CRM,sec_top_value,2026-03-15,no_next_trading_day
AMAT,sec_top_value,2026-03-15,no_next_trading_day
GFS,sec_top_value,2026-03-15,no_next_trading_day
APLD,sec_top_value,2026-03-15,no_next_trading_day
BBAR,sec_top_value,2026-03-15,no_next_trading_day
ACMR,sec_top_value,2026-03-15,no_next_trading_day
EOLS,sec_top_value,2026-03-15,no_next_trading_day
CLMT,sec_top_value,2026-03-15,no_next_trading_day
BRCB,sec_top_value,2026-03-15,no_next_trading_day
FJET,sec_top_value,2026-03-15,no_next_trading_day
CPNG,sec_top_value,2026-03-15,no_next_trading_day
RSKD,sec_top_value,2026-03-15,no_next_trading_day
HLNCF,sec_top_value,2026-03-15,no_next_trading_day
LLOBF,sec_top_value,2026-03-15,no_next_trading_day
HBCYF,sec_top_value,2026-03-15,no_next_trading_day
BERZ,sec_top_value,2026-03-15,no_next_trading_day
IONQ-WT,sec_top_value,2026-03-15,no_next_trading_day
MVSTW,sec_top_value,2026-03-15,no_next_trading_day
LGVN,sec_top_value,2026-03-15,no_next_trading_day
C-PR,sec_top_value,2026-03-15,no_next_trading_day
BDN,sec_top_value,2026-03-15,no_next_trading_day
BHAT,sec_top_value,2026-03-15,no_next_trading_day
DXF,sec_top_value,2026-03-15,no_next_trading_day
MSAIW,sec_top_value,2026-03-15,no_next_trading_day
SVRN,sec_top_value,2026-03-15,no_next_trading_day
TIVC,sec_top_value,2026-03-15,no_next_trading_day
NXE,sec_top_value,2026-03-15,no_next_trading_day
IVR-PC,sec_top_value,2026-03-15,no_next_trading_day
TOIIW,sec_top_value,2026-03-15,no_next_trading_day
NXXT,sec_top_value,2026-03-15,no_next_trading_day
OPTU,sec_top_value,2026-03-15,no_next_trading_day
SXTPW,sec_top_value,2026-03-15,no_next_trading_day
NMFCZ,sec_top_value,2026-03-15,no_next_trading_day
VIV,sec_top_value,2026-03-15,no_next_trading_day
NGEN,sec_top_value,2026-03-15,no_next_trading_day
HTFC,sec_top_value,2026-03-15,no_next_trading_day
ZSPC,sec_top_value,2026-03-15,no_next_trading_day
TRSO,sec_top_value,2026-03-15,no_next_trading_day
ISPC,sec_top_value,2026-03-15,no_next_trading_day
NMHIW,sec_top_value,2026-03-15,no_price_data
PRDO,sec_top_value,2026-03-15,no_next_trading_day
SGN,sec_top_value,2026-03-15,no_next_trading_day
YPF,sec_top_value,2026-03-15,no_next_trading_day
MRCC,sec_top_value,2026-03-15,no_next_trading_day
PAGS,sec_top_value,2026-03-15,no_next_trading_day
MEHA,sec_top_value,2026-03-15,no_next_trading_day
PAY,sec_top_value,2026-03-15,no_next_trading_day
SVCO,sec_top_value,2026-03-15,no_next_trading_day
SNWV,sec_top_value,2026-03-15,no_next_trading_day
RCON,sec_top_value,2026-03-15,no_next_trading_day
JXG,sec_top_value,2026-03-15,no_next_trading_day
WBXWF,sec_top_value,2026-03-15,no_price_data
SMXWW,sec_top_value,2026-03-15,no_next_trading_day
SCAGW,sec_top_value,2026-03-15,no_next_trading_day
JFBRW,sec_top_value,2026-03-15,no_next_trading_day
KEP,sec_top_value,2026-03-15,no_next_trading_day
RBSPF,sec_top_value,2026-03-15,no_next_trading_day
LOMA,sec_top_value,2026-03-15,no_next_trading_day
MOLN,sec_top_value,2026-03-15,no_next_trading_day
CHGG,sec_top_value,2026-03-15,no_next_trading_day
DLNG-PA,sec_top_value,2026-03-15,no_next_trading_day
KELYB,sec_top_value,2026-03-15,no_next_trading_day
OPITQ,sec_top_value,2026-03-15,no_next_trading_day
SUMAU,sec_top_value,2026-03-15,no_next_trading_day
INLF,sec_top_value,2026-03-15,no_next_trading_day
TURB,sec_top_value,2026-03-15,no_next_trading_day
JHIUF,sec_top_value,2026-03-15,no_next_trading_day
CRVS,sec_top_value,2026-03-15,no_next_trading_day
AAOI,sec_top_value,2026-03-15,no_next_trading_day
AZTR,sec_top_value,2026-03-15,no_next_trading_day
BIOX,sec_top_value,2026-03-15,no_next_trading_day
ASYS,sec_top_value,2026-03-15,no_next_trading_day
CLRO,sec_top_value,2026-03-15,no_next_trading_day
BBLGW,sec_top_value,2026-03-15,no_next_trading_day
GSCE,sec_top_value,2026-03-15,no_next_trading_day
ABNB,sec_top_value,2026-03-15,no_next_trading_day
STKS,sec_top_value,2026-03-15,no_next_trading_day
EHGO,sec_top_value,2026-03-15,no_next_trading_day
ZNB,sec_top_value,2026-03-15,no_next_trading_day
ZYXIQ,sec_top_value,2026-03-15,no_next_trading_day
VYLD,sec_top_value,2026-03-15,no_next_trading_day
PRKR,sec_top_value,2026-03-15,no_next_trading_day
ICON,sec_top_value,2026-03-15,no_next_trading_day
WHLRL,sec_top_value,2026-03-15,no_next_trading_day
NRUC,sec_top_value,2026-03-15,no_next_trading_day
RYES,sec_top_value,2026-03-15,no_next_trading_day
KRRO,sec_top_value,2026-03-15,no_next_trading_day
IRD,sec_top_value,2026-03-15,no_next_trading_day
TRON,sec_top_value,2026-03-15,no_next_trading_day
STXS,sec_top_value,2026-03-15,no_next_trading_day
SLNG,sec_top_value,2026-03-15,no_next_trading_day
TICAW,sec_top_value,2026-03-15,no_price_data
MBX,sec_top_value,2026-03-15,no_next_trading_day
CRTMF,sec_top_value,2026-03-15,no_next_trading_day
BURUW,sec_top_value,2026-03-15,no_price_data
EBRCZ,sec_top_value,2026-03-15,no_next_trading_day
ETST,sec_top_value,2026-03-15,no_next_trading_day
BMR,sec_top_value,2026-03-15,no_next_trading_day
TDBCP,sec_top_value,2026-03-15,no_next_trading_day
PONO,sec_top_value,2026-03-15,no_price_data
JEF,sec_top_value,2026-03-15,no_next_trading_day
NRSCF,sec_top_value,2026-03-15,no_next_trading_day
NNE,sec_top_value,2026-03-15,no_next_trading_day
NUAIW,sec_top_value,2026-03-15,no_next_trading_day
NEWTH,sec_top_value,2026-03-15,no_next_trading_day
WEAT,sec_top_value,2026-03-15,no_next_trading_day
NOG,sec_top_value,2026-03-15,no_next_trading_day
XRN-PB,sec_top_value,2026-03-15,no_next_trading_day
VTIX,sec_top_value,2026-03-15,no_next_trading_day
PAYP,sec_top_value,2026-03-15,no_next_trading_day
IGTAW,sec_top_value,2026-03-15,no_price_data
HKIT,sec_top_value,2026-03-15,no_next_trading_day
AVX,sec_top_value,2026-03-15,no_next_trading_day
ALEC,sec_top_value,2026-03-15,no_next_trading_day
ACET,sec_top_value,2026-03-15,no_next_trading_day
MTAL,sec_top_value,2026-03-15,no_next_trading_day
ELTX,sec_top_value,2026-03-15,no_next_trading_day
IXHL,sec_top_value,2026-03-15,no_next_trading_day
PRLD,sec_top_value,2026-03-15,no_next_trading_day
FLYX-WT,sec_top_value,2026-03-15,no_next_trading_day
BEATW,sec_top_value,2026-03-15,no_next_trading_day
AERTW,sec_top_value,2026-03-15,no_next_trading_day
BBAR,sec_top_moat_core,2026-03-15,no_next_trading_day
AMZN,sec_top_moat_core,2026-03-15,no_next_trading_day
CRM,sec_top_moat_core,2026-03-15,no_next_trading_day
AMAT,sec_top_moat_core,2026-03-15,no_next_trading_day
GFS,sec_top_moat_core,2026-03-15,no_next_trading_day
APLD,sec_top_moat_core,2026-03-15,no_next_trading_day
CLMT,sec_top_moat_core,2026-03-15,no_next_trading_day
ERO,sec_top_moat_core,2026-03-15,no_next_trading_day
ADPT,sec_top_moat_core,2026-03-15,no_next_trading_day
C-PR,sec_top_moat_core,2026-03-15,no_next_trading_day
AAOI,sec_top_moat_core,2026-03-15,no_next_trading_day
FIZZ,sec_top_moat_emerging,2026-03-15,no_next_trading_day
EOLS,sec_top_moat_emerging,2026-03-15,no_next_trading_day
BRCB,sec_top_moat_emerging,2026-03-15,no_next_trading_day
DXF,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ACMR,sec_top_moat_emerging,2026-03-15,no_next_trading_day
FJET,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ZNB,sec_top_moat_emerging,2026-03-15,no_next_trading_day
HLNCF,sec_top_moat_emerging,2026-03-15,no_next_trading_day
HBCYF,sec_top_moat_emerging,2026-03-15,no_next_trading_day
BERZ,sec_top_moat_emerging,2026-03-15,no_next_trading_day
JHIUF,sec_top_moat_emerging,2026-03-15,no_next_trading_day
MOLN,sec_top_moat_emerging,2026-03-15,no_next_trading_day
CPNG,sec_top_moat_emerging,2026-03-15,no_next_trading_day
CRVS,sec_top_moat_emerging,2026-03-15,no_next_trading_day
BDN,sec_top_moat_emerging,2026-03-15,no_next_trading_day
BHAT,sec_top_moat_emerging,2026-03-15,no_next_trading_day
MSAIW,sec_top_moat_emerging,2026-03-15,no_next_trading_day
TIVC,sec_top_moat_emerging,2026-03-15,no_next_trading_day
NXE,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ABNB,sec_top_moat_emerging,2026-03-15,no_next_trading_day
IVR-PC,sec_top_moat_emerging,2026-03-15,no_next_trading_day
TOIIW,sec_top_moat_emerging,2026-03-15,no_next_trading_day
NXXT,sec_top_moat_emerging,2026-03-15,no_next_trading_day
OPTU,sec_top_moat_emerging,2026-03-15,no_next_trading_day
SXTPW,sec_top_moat_emerging,2026-03-15,no_next_trading_day
OPITQ,sec_top_moat_emerging,2026-03-15,no_next_trading_day
NMFCZ,sec_top_moat_emerging,2026-03-15,no_next_trading_day
VIV,sec_top_moat_emerging,2026-03-15,no_next_trading_day
NGEN,sec_top_moat_emerging,2026-03-15,no_next_trading_day
HTFC,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ZSPC,sec_top_moat_emerging,2026-03-15,no_next_trading_day
TRSO,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ISPC,sec_top_moat_emerging,2026-03-15,no_next_trading_day
SUMAU,sec_top_moat_emerging,2026-03-15,no_next_trading_day
NMHIW,sec_top_moat_emerging,2026-03-15,no_price_data
PRDO,sec_top_moat_emerging,2026-03-15,no_next_trading_day
SGN,sec_top_moat_emerging,2026-03-15,no_next_trading_day
YPF,sec_top_moat_emerging,2026-03-15,no_next_trading_day
MRCC,sec_top_moat_emerging,2026-03-15,no_next_trading_day
PAGS,sec_top_moat_emerging,2026-03-15,no_next_trading_day
MEHA,sec_top_moat_emerging,2026-03-15,no_next_trading_day
PAY,sec_top_moat_emerging,2026-03-15,no_next_trading_day
SVCO,sec_top_moat_emerging,2026-03-15,no_next_trading_day
SNWV,sec_top_moat_emerging,2026-03-15,no_next_trading_day
RCON,sec_top_moat_emerging,2026-03-15,no_next_trading_day
INLF,sec_top_moat_emerging,2026-03-15,no_next_trading_day
JXG,sec_top_moat_emerging,2026-03-15,no_next_trading_day
WBXWF,sec_top_moat_emerging,2026-03-15,no_price_data
SMXWW,sec_top_moat_emerging,2026-03-15,no_next_trading_day
RSKD,sec_top_moat_emerging,2026-03-15,no_next_trading_day
TURB,sec_top_moat_emerging,2026-03-15,no_next_trading_day
SCAGW,sec_top_moat_emerging,2026-03-15,no_next_trading_day
JFBRW,sec_top_moat_emerging,2026-03-15,no_next_trading_day
KEP,sec_top_moat_emerging,2026-03-15,no_next_trading_day
LLOBF,sec_top_moat_emerging,2026-03-15,no_next_trading_day
RBSPF,sec_top_moat_emerging,2026-03-15,no_next_trading_day
LOMA,sec_top_moat_emerging,2026-03-15,no_next_trading_day
AZTR,sec_top_moat_emerging,2026-03-15,no_next_trading_day
DLNG-PA,sec_top_moat_emerging,2026-03-15,no_next_trading_day
IONQ-WT,sec_top_moat_emerging,2026-03-15,no_next_trading_day
MVSTW,sec_top_moat_emerging,2026-03-15,no_next_trading_day
LGVN,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ICON,sec_top_moat_emerging,2026-03-15,no_next_trading_day
IXHL,sec_top_moat_emerging,2026-03-15,no_next_trading_day
KELYB,sec_top_moat_emerging,2026-03-15,no_next_trading_day
GSCE,sec_top_moat_emerging,2026-03-15,no_next_trading_day
SVRN,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ASYS,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ZYXIQ,sec_top_moat_emerging,2026-03-15,no_next_trading_day
BIOX,sec_top_moat_emerging,2026-03-15,no_next_trading_day
KRRO,sec_top_moat_emerging,2026-03-15,no_next_trading_day
IRD,sec_top_moat_emerging,2026-03-15,no_next_trading_day
TRON,sec_top_moat_emerging,2026-03-15,no_next_trading_day
STXS,sec_top_moat_emerging,2026-03-15,no_next_trading_day
SLNG,sec_top_moat_emerging,2026-03-15,no_next_trading_day
TICAW,sec_top_moat_emerging,2026-03-15,no_price_data
MBX,sec_top_moat_emerging,2026-03-15,no_next_trading_day
TDBCP,sec_top_moat_emerging,2026-03-15,no_next_trading_day
VYLD,sec_top_moat_emerging,2026-03-15,no_next_trading_day
PONO,sec_top_moat_emerging,2026-03-15,no_price_data
JEF,sec_top_moat_emerging,2026-03-15,no_next_trading_day
NRSCF,sec_top_moat_emerging,2026-03-15,no_next_trading_day
PRKR,sec_top_moat_emerging,2026-03-15,no_next_trading_day
CLRO,sec_top_moat_emerging,2026-03-15,no_next_trading_day
BBLGW,sec_top_moat_emerging,2026-03-15,no_next_trading_day
NNE,sec_top_moat_emerging,2026-03-15,no_next_trading_day
NUAIW,sec_top_moat_emerging,2026-03-15,no_next_trading_day
WHLRL,sec_top_moat_emerging,2026-03-15,no_next_trading_day
NRUC,sec_top_moat_emerging,2026-03-15,no_next_trading_day
RYES,sec_top_moat_emerging,2026-03-15,no_next_trading_day
NEWTH,sec_top_moat_emerging,2026-03-15,no_next_trading_day
WEAT,sec_top_moat_emerging,2026-03-15,no_next_trading_day
NOG,sec_top_moat_emerging,2026-03-15,no_next_trading_day
MTAL,sec_top_moat_emerging,2026-03-15,no_next_trading_day
XRN-PB,sec_top_moat_emerging,2026-03-15,no_next_trading_day
PRLD,sec_top_moat_emerging,2026-03-15,no_next_trading_day
VTIX,sec_top_moat_emerging,2026-03-15,no_next_trading_day
PAYP,sec_top_moat_emerging,2026-03-15,no_next_trading_day
CHGG,sec_top_moat_emerging,2026-03-15,no_next_trading_day
STKS,sec_top_moat_emerging,2026-03-15,no_next_trading_day
EHGO,sec_top_moat_emerging,2026-03-15,no_next_trading_day
AVX,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ALEC,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ACET,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ELTX,sec_top_moat_emerging,2026-03-15,no_next_trading_day
CRTMF,sec_top_moat_emerging,2026-03-15,no_next_trading_day
BURUW,sec_top_moat_emerging,2026-03-15,no_price_data
EBRCZ,sec_top_moat_emerging,2026-03-15,no_next_trading_day
ETST,sec_top_moat_emerging,2026-03-15,no_next_trading_day
IGTAW,sec_top_moat_emerging,2026-03-15,no_price_data
BMR,sec_top_moat_emerging,2026-03-15,no_next_trading_day
HKIT,sec_top_moat_emerging,2026-03-15,no_next_trading_day
FLYX-WT,sec_top_moat_emerging,2026-03-15,no_next_trading_day
BEATW,sec_top_moat_emerging,2026-03-15,no_next_trading_day
AERTW,sec_top_moat_emerging,2026-03-15,no_next_trading_day
BURUW,sec_top_gappers,2026-03-16,no_price_data
NMHIW,sec_top_gappers,2026-03-16,no_price_data
SGN,sec_top_gappers,2026-03-16,no_next_trading_day
IGTAW,sec_top_gappers,2026-03-16,no_price_data
WBXWF,sec_top_gappers,2026-03-16,no_price_data
WHLRL,sec_top_gappers,2026-03-16,no_next_trading_day
TICAW,sec_top_gappers,2026-03-16,no_price_data
FLYX-WT,sec_top_gappers,2026-03-16,no_next_trading_day
MTAL,sec_top_gappers,2026-03-16,no_next_trading_day
IONQ-WT,sec_top_gappers,2026-03-16,no_next_trading_day
PONO,sec_top_gappers,2026-03-16,no_price_data
IONQ-WT,sec_top_value,2026-03-16,no_next_trading_day
NMHIW,sec_top_value,2026-03-16,no_price_data
SGN,sec_top_value,2026-03-16,no_next_trading_day
WBXWF,sec_top_value,2026-03-16,no_price_data
WHLRL,sec_top_value,2026-03-16,no_next_trading_day
TICAW,sec_top_value,2026-03-16,no_price_data
BURUW,sec_top_value,2026-03-16,no_price_data
PONO,sec_top_value,2026-03-16,no_price_data
IGTAW,sec_top_value,2026-03-16,no_price_data
MTAL,sec_top_value,2026-03-16,no_next_trading_day
FLYX-WT,sec_top_value,2026-03-16,no_next_trading_day
NMHIW,sec_top_moat_emerging,2026-03-16,no_price_data
SGN,sec_top_moat_emerging,2026-03-16,no_next_trading_day
WBXWF,sec_top_moat_emerging,2026-03-16,no_price_data
IONQ-WT,sec_top_moat_emerging,2026-03-16,no_next_trading_day
TICAW,sec_top_moat_emerging,2026-03-16,no_price_data
PONO,sec_top_moat_emerging,2026-03-16,no_price_data
WHLRL,sec_top_moat_emerging,2026-03-16,no_next_trading_day
MTAL,sec_top_moat_emerging,2026-03-16,no_next_trading_day
BURUW,sec_top_moat_emerging,2026-03-16,no_price_data
IGTAW,sec_top_moat_emerging,2026-03-16,no_price_data
FLYX-WT,sec_top_moat_emerging,2026-03-16,no_next_trading_day
PELIR,sec_clean_gappers,2026-03-18,no_next_trading_day
GAMG,sec_clean_gappers,2026-03-18,no_next_trading_day
IBACR,sec_clean_gappers,2026-03-18,no_next_trading_day
CMRF,sec_clean_gappers,2026-03-18,no_next_trading_day
PELIR,sec_top_gappers,2026-03-18,no_next_trading_day
GAMG,sec_top_gappers,2026-03-18,no_next_trading_day
IBACR,sec_top_gappers,2026-03-18,no_next_trading_day
CMRF,sec_top_gappers,2026-03-18,no_next_trading_day
NEE-PN,sec_top_gappers,2026-03-18,no_next_trading_day
TNMWF,sec_top_gappers,2026-03-18,no_price_data
BKKT-WT,sec_top_gappers,2026-03-18,no_next_trading_day
NOTE-WT,sec_top_gappers,2026-03-18,no_next_trading_day
SWDR,sec_top_gappers,2026-03-18,no_next_trading_day
RIKU,sec_top_gappers,2026-03-18,no_price_data
PELIR,sec_top_value,2026-03-18,no_next_trading_day
NEE-PN,sec_top_value,2026-03-18,no_next_trading_day
IBACR,sec_top_value,2026-03-18,no_next_trading_day
GAMG,sec_top_value,2026-03-18,no_next_trading_day
CMRF,sec_top_value,2026-03-18,no_next_trading_day
NOTE-WT,sec_top_value,2026-03-18,no_next_trading_day
RIKU,sec_top_value,2026-03-18,no_price_data
SWDR,sec_top_value,2026-03-18,no_next_trading_day
TNMWF,sec_top_value,2026-03-18,no_price_data
BKKT-WT,sec_top_value,2026-03-18,no_next_trading_day
PELIR,sec_top_moat_emerging,2026-03-18,no_next_trading_day
IBACR,sec_top_moat_emerging,2026-03-18,no_next_trading_day
NEE-PN,sec_top_moat_emerging,2026-03-18,no_next_trading_day
TNMWF,sec_top_moat_emerging,2026-03-18,no_price_data
GAMG,sec_top_moat_emerging,2026-03-18,no_next_trading_day
CMRF,sec_top_moat_emerging,2026-03-18,no_next_trading_day
RIKU,sec_top_moat_emerging,2026-03-18,no_price_data
SWDR,sec_top_moat_emerging,2026-03-18,no_next_trading_day
